symbol,Short Name,Long Name,GICS Sector,GICS Sub-Industry,Headquarters Location
SHO,"Sunstone Hotel Investors, Inc. ","Sunstone Hotel Investors, Inc.",Real Estate,Hotel & Resort REITs,"Aliso Viejo, California"
SHOO,"Steven Madden, Ltd.","Steven Madden, Ltd.",Consumer Discretionary,Footwear,"Long Island City, New York"
SIG,Signet Jewelers Limited,Signet Jewelers Limited,Consumer Discretionary,Specialty Stores,"Akron, Ohio"
SITC,SITE Centers Corp.,SITE Centers Corp.,Real Estate,Retail REITs,"Beachwood, Ohio"
SITM,SiTime Corporation,SiTime Corporation,Information Technology,Semiconductors,"Santa Clara, California"
SKT,Tanger Inc.,Tanger Inc.,Real Estate,Retail REITs,"Greensboro, North Carolina"
SKY,"Champion Homes, Inc.","Champion Homes, Inc.",Consumer Discretionary,Homebuilding,"Troy, Michigan"
SKYW,"SkyWest, Inc.","SkyWest, Inc.",Industrials,Passenger Airlines,"St. George, Utah"
SLG,SL Green Realty Corp,SL Green Realty Corp.,Real Estate,Office REITs,"New York City, New York"
SLVM,Sylvamo Corporation,Sylvamo Corporation,Materials,Paper Products,"Memphis, Tennessee"
SM,SM Energy Company,SM Energy Company,Energy,Oil & Gas Exploration & Production,"Denver, Colorado"
SMP,"Standard Motor Products, Inc.","Standard Motor Products, Inc.",Consumer Discretionary,Automotive Parts & Equipment,"Long Island City, New York"
SMPL,The Simply Good Foods Company,The Simply Good Foods Company,Consumer Staples,Packaged Foods & Meats,"Denver, Colorado"
SMTC,Semtech Corporation,Semtech Corporation,Information Technology,Semiconductors,"Camarillo, California"
SNCY,"Sun Country Airlines Holdings, ","Sun Country Airlines Holdings, Inc.",Industrials,Passenger Airlines,"Minneapolis, Minnesota"
SNDK,Sandisk Corporation,Sandisk Corporation,Information Technology,"Technology Hardware, Storage & Peripherals","Milpitas, California"
SNDR,"Schneider National, Inc.","Schneider National, Inc.",Industrials,Cargo Ground Transportation,"Green Bay, Wisconsin"
SNEX,StoneX Group Inc.,StoneX Group Inc.,Financials,Investment Banking & Brokerage,"New York City, New York"
SONO,"Sonos, Inc.","Sonos, Inc.",Consumer Discretionary,Consumer Electronics,"Santa Barbara, California"
SPNT,SiriusPoint Ltd.,SiriusPoint Ltd.,Financials,Reinsurance,"New York City, New York"
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc.",Information Technology,Application Software,"Minneapolis, Minnesota"
SPXC,"SPX Technologies, Inc.","SPX Technologies, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Charlotte, North Carolina"
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",Health Care,Biotechnology,"Cambridge, Massachusetts"
SSTK,"Shutterstock, Inc.","Shutterstock, Inc.",Communication Services,Interactive Media & Services,"New York City, New York"
STAA,STAAR Surgical Company,STAAR Surgical Company,Health Care,Health Care Equipment,"Monrovia, California"
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc.",Financials,Regional Banks,"Indiana, Pennsylvania"
STC,Stewart Information Services Co,Stewart Information Services Corporation,Financials,Property & Casualty Insurance,"Houston, Texas"
STEL,"Stellar Bancorp, Inc.","Stellar Bancorp, Inc.",Financials,Regional Banks,"Houston, Texas"
STEP,StepStone Group Inc.,StepStone Group Inc.,Financials,Asset Management & Custody Banks,"New York City, New York"
STRA,"Strategic Education, Inc.","Strategic Education, Inc.",Consumer Discretionary,Education Services,"Herndon, Virginia"
STRL,"Sterling Infrastructure, Inc.","Sterling Infrastructure, Inc.",Industrials,Construction & Engineering,"The Woodlands, Texas"
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,"Rockville, Maryland"
SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",Materials,Steel,"Lisle, Illinois"
SXI,Standex International Corporati,Standex International Corporation,Industrials,Industrial Machinery & Supplies & Components,"Salem, New Hampshire"
SXT,Sensient Technologies Corporati,Sensient Technologies Corporation,Materials,Specialty Chemicals,"Milwaukee, Wisconsin"
TALO,"Talos Energy, Inc.",Talos Energy Inc.,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
TBBK,"The Bancorp, Inc.","The Bancorp, Inc.",Financials,Regional Banks,"Wilmington, Delaware"
TDC,Teradata Corporation,Teradata Corporation,Information Technology,IT Consulting & Other Services,"San Diego, California"
TDS,"Telephone and Data Systems, Inc","Telephone and Data Systems, Inc.",Communication Services,Integrated Telecommunication Services,"Chicago, Illinois"
TDW,Tidewater Inc.,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
TFIN,"Triumph Financial, Inc.","Triumph Financial, Inc.",Financials,Regional Banks,"Dallas, Texas"
TFX,Teleflex Incorporated,Teleflex Incorporated,Health Care,Health Care Equipment,"Wayne, Pennsylvania"
TGNA,TEGNA Inc,TEGNA Inc.,Communication Services,Broadcasting,"Tysons, Virginia"
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc.",Health Care,Biotechnology,"Morrisville, North Carolina"
THRM,Gentherm Inc,Gentherm Incorporated,Consumer Discretionary,Automotive Parts & Equipment,"Farmington Hills, Michigan"
THRY,"Thryv Holdings, Inc.","Thryv Holdings, Inc.",Communication Services,Interactive Media & Services,"Dallas, Texas"
THS,"Treehouse Foods, Inc.","TreeHouse Foods, Inc.",Consumer Staples,Packaged Foods & Meats,"Oak Brook, Illinois"
TILE,"Interface, Inc.","Interface, Inc.",Industrials,Office Services & Supplies,"Atlanta, Georgia"
TMDX,"TransMedics Group, Inc.","TransMedics Group, Inc.",Health Care,Health Care Equipment,"Andover, Massachusetts"
TMP,Tompkins Financial Corporation,Tompkins Financial Corporation,Financials,Regional Banks,"Ithaca, New York"
TNC,Tennant Company,Tennant Company,Industrials,Industrial Machinery & Supplies & Components,"Eden Prairie, Minnesota"
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc.",Health Care,Health Care Equipment,"San Diego, California"
TPH,"Tri Pointe Homes, Inc.","Tri Pointe Homes, Inc.",Consumer Discretionary,Homebuilding,"Incline Village, Nevada"
TR,"Tootsie Roll Industries, Inc.","Tootsie Roll Industries, Inc.",Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois"
TRIP,"TripAdvisor, Inc.","Tripadvisor, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Needham, Massachusetts"
TRMK,Trustmark Corporation,Trustmark Corporation,Financials,Regional Banks,"Jackson, Mississippi"
TRN,"Trinity Industries, Inc.","Trinity Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,"Dallas, Texas"
TRNO,Terreno Realty Corporation,Terreno Realty Corporation,Real Estate,Industrial REITs,"San Francisco, California"
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY,Financials,Regional Banks,"Glenville, New York"
TRUP,"Trupanion, Inc.","Trupanion, Inc.",Financials,Life & Health Insurance,"Seattle, Washington"
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc.",Information Technology,Electronic Manufacturing Services,"Santa Ana, California"
TWI,"Titan International, Inc. (DE)","Titan International, Inc.",Materials,Agricultural & Farm Machinery,"Quincy, Illinois"
TWO,Two Harbors Investment Corp,Two Harbors Investment Corp.,Financials,Mortgage REITs,"St. Louis Park, Minnesota"
UCB,"United Community Banks, Inc.","United Community Banks, Inc.",Financials,Regional Banks,"Greenville, South Carolina"
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc.",Information Technology,Semiconductor Materials & Equipment,"Hayward, California"
UE,Urban Edge Properties,Urban Edge Properties,Real Estate,Retail REITs,"Paramus, New Jersey"
UFCS,"United Fire Group, Inc","United Fire Group, Inc.",Financials,Property & Casualty Insurance,"Cedar Rapids, Iowa"
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc.",Health Care,Health Care Equipment,"Newburyport, Massachusetts"
UHT,Universal Health Realty Income ,Universal Health Realty Income Trust,Real Estate,Health Care REITs,"King of Prussia, Pennsylvania"
UNF,Unifirst Corporation,UniFirst Corporation,Industrials,Diversified Support Services,"Wilmington, Massachusetts"
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc.",Consumer Staples,Food Retail,"Providence, Rhode Island"
UNIT,Uniti Group Inc.,Uniti Group Inc.,Communication Services,Alternative Carriers,"Little Rock, Arkansas"
UPBD,"Upbound Group, Inc.","Upbound Group, Inc.",Consumer Discretionary,Computer & Electronics Retail,"Plano, Texas"
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc.",Consumer Discretionary,Apparel Retail,"Philadelphia, Pennsylvania"
USNA,"USANA Health Sciences, Inc.","USANA Health Sciences, Inc.",Consumer Staples,Packaged Foods & Meats,"West Valley City, Utah"
USPH,"U.S. Physical Therapy, Inc.","U.S. Physical Therapy, Inc.",Health Care,Health Care Facilities,"Houston, Texas"
UTL,UNITIL Corporation,Unitil Corporation,Utilities,Electric Utilities,"Hampton, New Hampshire"
UVV,Universal Corporation,Universal Corporation,Consumer Staples,Tobacco,"Richmond, Virginia"
VCEL,Vericel Corporation,Vericel Corporation,Health Care,Biotechnology,"Cambridge, Massachusetts"
VCTR,"Victory Capital Holdings, Inc. ","Victory Capital Holdings, Inc.",Financials,Asset Management & Custody Banks,"San Antonio, Texas"
VCYT,"Veracyte, Inc.","Veracyte, Inc.",Health Care,Health Care Services,"San Francisco, California"
VECO,Veeco Instruments Inc.,Veeco Instruments Inc.,Information Technology,Semiconductor Materials & Equipment,"Plainview, New York"
VIAV,Viavi Solutions Inc.,Viavi Solutions Inc.,Information Technology,Communications Equipment,"Chandler, Arizona"
VICR,Vicor Corporation,Vicor Corporation,Industrials,Electrical Components & Equipment,"Andover, Massachusetts"
VIR,"Vir Biotechnology, Inc.","Vir Biotechnology, Inc.",Health Care,Biotechnology,"San Francisco, California"
VIRT,"Virtu Financial, Inc.","Virtu Financial, Inc.",Financials,Financial Exchanges & Data,"New York City, New York"
VRE,"Veris Residential, Inc.","Veris Residential, Inc.",Real Estate,Office REITs,"Jersey City, New Jersey"
VRRM,Verra Mobility Corporation,Verra Mobility Corporation,Industrials,Data Processing & Outsourced Services,"Mesa, Arizona"
VRTS,"Virtus Investment Partners, Inc","Virtus Investment Partners, Inc.",Financials,Asset Management & Custody Banks,"Hartford, Connecticut"
VSAT,"ViaSat, Inc.","Viasat, Inc.",Information Technology,Communications Equipment,"Carlsbad, California"
VSCO,Victorias Secret & Co.,Victoria's Secret & Co.,Consumer Discretionary,Apparel Retail,"Reynoldsburg, Ohio"
VSH,"Vishay Intertechnology, Inc.","Vishay Intertechnology, Inc.",Information Technology,Electronic Components,"Malvern, Pennsylvania"
VSTS,Vestis Corporation,Vestis Corporation,Industrials,Diversified Support Services,"Roswell, Georgia"
VTOL,"Bristow Group, Inc.",Bristow Group Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
VTLE,"Vital Energy, Inc.","Vital Energy, Inc.",Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma"
VYX,NCR Voyix Corporation,NCR Voyix Corporation,Information Technology,IT Consulting & Other Services,"Atlanta, Georgia"
WABC,Westamerica Bancorporation,Westamerica Bancorporation,Financials,Regional Banks,"San Rafael, California"
WAFD,"WaFd, Inc.","WaFd, Inc.",Financials,Regional Banks,"Seattle, Washington"
WAY,Waystar Holding Corp.,Waystar Holding Corp.,Health Care,Health Care Technology,"Lehi, Utah"
WD,"Walker & Dunlop, Inc","Walker & Dunlop, Inc.",Financials,Commercial & Residential Mortgage Finance,"Bethesda, Maryland"
WDFC,WD-40 Company,WD-40 Company,Consumer Staples,Household Products,"San Diego, California"
WEN,Wendy's Company (The),The Wendy's Company,Consumer Discretionary,Restaurants,"Dublin, Ohio"
WERN,"Werner Enterprises, Inc.","Werner Enterprises, Inc.",Industrials,Cargo Ground Transportation,"Omaha, Nebraska"
WGO,"Winnebago Industries, Inc.","Winnebago Industries, Inc.",Consumer Discretionary,Automobile Manufacturers,"Eden Prairie, Minnesota"
WHD,"Cactus, Inc. Class A Common Sto","Cactus, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
WKC,World Kinect Corporation,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,"Doral, Florida"
WLY,"John Wiley & Sons, Inc.","John Wiley & Sons, Inc.",Communication Services,Publishing,"Hoboken, New Jersey"
WOR,"Worthington Enterprises, Inc.","Worthington Enterprises, Inc.",Industrials,Building Products,"Columbus, Ohio"
WRLD,World Acceptance Corporation,World Acceptance Corporation,Financials,Consumer Finance,"Greenville, South Carolina"
WS,"Worthington Steel, Inc.","Worthington Steel, Inc.",Materials,Steel,"Columbus, Ohio"
WSC,WillScot Holdings Corporation,WillScot Holdings Corporation,Industrials,Office Services & Supplies,"Phoenix, Arizona"
WSFS,WSFS Financial Corporation,WSFS Financial Corporation,Financials,Regional Banks,"Wilmington, Delaware"
WSR,Whitestone REIT,Whitestone REIT,Real Estate,Retail REITs,"Houston, Texas"
WT,"WisdomTree, Inc.","WisdomTree, Inc.",Financials,Asset Management & Custody Banks,"New York City, New York"
WU,Western Union Company (The),The Western Union Company,Financials,Transaction & Payment Processing Services,"Denver, Colorado"
WWW,"Wolverine World Wide, Inc.","Wolverine World Wide, Inc.",Consumer Discretionary,Footwear,"Rockford, Michigan"
XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",Real Estate,Hotel & Resort REITs,"Orlando, Florida"
XNCR,"Xencor, Inc.","Xencor, Inc.",Health Care,Biotechnology,"Pasadena, California"
XPEL,"XPEL, Inc.","XPEL, Inc.",Consumer Discretionary,Automotive Parts & Equipment,"San Antonio, Texas"
YELP,Yelp Inc.,Yelp Inc.,Communication Services,Interactive Media & Services,"San Francisco, California"
YOU,"Clear Secure, Inc.","Clear Secure, Inc.",Information Technology,Application Software,"New York City, New York"
ZD,"Ziff Davis, Inc.","Ziff Davis, Inc.",Communication Services,Advertising,"New York City, New York"
ZWS,Zurn Elkay Water Solutions Corp,Zurn Elkay Water Solutions Corporation,Industrials,Industrial Machinery & Supplies & Components,"Milwaukee, Wisconsin"
