Symbol,Short Name,Long Name,Type,Sector,Industry,Country
MTN,"Vail Resorts, Inc.","Vail Resorts, Inc.",share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Broomfield, Colorado"
MTSI,MACOM Technology Solutions Hold,"MACOM Technology Solutions Holdings, Inc.",share,Information Technology,Semiconductors,"Lowell, Massachusetts"
MTZ,"MasTec, Inc.","MasTec, Inc.",share,Industrials,Construction & Engineering,"Coral Gables, Florida"
MUR,Murphy Oil Corporation,Murphy Oil Corporation,share,Energy,Oil & Gas Exploration & Production,"Houston, Texas"
MUSA,Murphy USA Inc.,Murphy USA Inc.,share,Consumer Discretionary,Automotive Retail,"El Dorado, Arkansas"
MZTI,The Marzetti Company,The Marzetti Company,share,Consumer Staples,Packaged Foods & Meats,"Westerville, Ohio"
NBIX,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc.",share,Health Care,Biotechnology,"San Diego, California"
NEU,NewMarket Corp,NewMarket Corporation,share,Materials,Specialty Chemicals,"Richmond, Virginia"
NFG,National Fuel Gas Company,National Fuel Gas Company,share,Utilities,Gas Utilities,"Williamsville, New York"
NJR,NewJersey Resources Corporation,New Jersey Resources Corporation,share,Utilities,Gas Utilities,"Wall Township, New Jersey"
NLY,Annaly Capital Management Inc.,"Annaly Capital Management, Inc.",share,Financials,Mortgage REITs,"New York City, New York"
NNN,"NNN REIT, Inc.","NNN REIT, Inc.",share,Real Estate,Retail REITs,"Orlando, Florida"
NOV,NOV Inc.,NOV Inc.,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
NOVT,Novanta Inc.,Novanta Inc.,share,Information Technology,Electronic Equipment & Instruments,
NSA,National Storage Affiliates Tru,National Storage Affiliates Trust,share,Real Estate,Self-Storage REITs,
NSP,"Insperity, Inc.","Insperity, Inc.",share,Industrials,Human Resource & Employment Services,"Houston, Texas"
NTNX,"Nutanix, Inc.","Nutanix, Inc.",share,Information Technology,Systems Software,"San Jose, California"
NVST,Envista Holdings Corporation,Envista Holdings Corporation,share,Health Care,Health Care Supplies,
NVT,nVent Electric plc,nVent Electric plc,share,Industrials,Electrical Components & Equipment,
NWE,"NorthWestern Energy Group, Inc.","NorthWestern Energy Group, Inc.",share,Utilities,Multi-Utilities,"Sioux Falls, South Dakota"
NXST,"Nexstar Media Group, Inc.","Nexstar Media Group, Inc.",share,Communication Services,Broadcasting,"Irving, Texas"
NXT,Nextracker Inc.,Nextracker Inc.,share,Industrials,Electrical Components & Equipment,"Fremont, California"
NYT,New York Times Company (The),The New York Times Company,share,Communication Services,Publishing,"New York City, New York"
OC,Owens Corning Inc,Owens Corning,share,Industrials,Building Products,"Toledo, Ohio"
OGE,OGE Energy Corp,OGE Energy Corp.,share,Utilities,Multi-Utilities,"Oklahoma City, Oklahoma"
OGS,"ONE Gas, Inc.","ONE Gas, Inc.",share,Utilities,Gas Utilities,"Tulsa, Oklahoma"
OHI,"Omega Healthcare Investors, Inc","Omega Healthcare Investors, Inc.",share,Real Estate,Health Care REITs,
OKTA,"Okta, Inc.","Okta, Inc.",share,Information Technology,Application Software,"San Francisco, California"
OLED,Universal Display Corporation,Universal Display Corporation,share,Information Technology,Semiconductors,"Ewing, New Jersey"
OLLI,Ollie's Bargain Outlet Holdings,"Ollie's Bargain Outlet Holdings, Inc.",share,Consumer Discretionary,Broadline Retail,"Harrisburg, Pennsylvania"
OLN,Olin Corporation,Olin Corporation,share,Materials,Diversified Chemicals,"Clayton, Missouri"
ONB,Old National Bancorp,Old National Bancorp,share,Financials,Regional Banks,"Evansville, Indiana"
ONTO,Onto Innovation Inc.,Onto Innovation Inc.,share,Information Technology,Semiconductor Materials & Equipment,"Wilmington, Massachusetts"
OPCH,"Option Care Health, Inc.","Option Care Health, Inc.",share,Health Care,Health Care Facilities,
ORA,"Ormat Technologies, Inc.","Ormat Technologies, Inc.",share,Utilities,Renewable Electricity,"Reno, Nevada"
ORI,Old Republic International Corp,Old Republic International Corporation,share,Financials,Property & Casualty Insurance,"Chicago, Illinois"
OSK,Oshkosh Corporation (Holding Co,Oshkosh Corporation,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Oshkosh, Wisconsin"
OVV,Ovintiv Inc. (DE),Ovintiv Inc.,share,Energy,Oil & Gas Exploration & Production,"Denver, Colorado"
OZK,Bank OZK,Bank OZK,share,Financials,Regional Banks,"Little Rock, Arkansas"
PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",share,Consumer Discretionary,Automotive Retail,"Bloomfield Hills, Michigan"
PB,"Prosperity Bancshares, Inc.","Prosperity Bancshares, Inc.",share,Financials,Regional Banks,"Houston, Texas"
PBF,PBF Energy Inc.,PBF Energy Inc.,share,Energy,Oil & Gas Refining & Marketing,"Parsippany, New Jersey"
PCH,PotlatchDeltic Corporation - Co,PotlatchDeltic Corporation,share,Real Estate,Timber REITs,"Spokane, Washington"
PCTY,Paylocity Holding Corporation,Paylocity Holding Corporation,share,Industrials,Human Resource & Employment Services,"Schaumburg, Illinois"
PEGA,Pegasystems Inc.,Pegasystems Inc.,share,Information Technology,Application Software,"Waltham, Massachusetts"
PEN,"Penumbra, Inc.","Penumbra, Inc.",share,Health Care,Health Care Equipment,"Alameda, California"
PFGC,Performance Food Group Company,Performance Food Group Company,share,Consumer Staples,Food Distributors,"Richmond, Virginia"
PII,Polaris Inc.,Polaris Inc.,share,Consumer Discretionary,Leisure Products,"Medina, Minnesota"
PK,Park Hotels & Resorts Inc.,Park Hotels & Resorts Inc.,share,Real Estate,Hotel & Resort REITs,"Tysons, Virginia"
PLNT,"Planet Fitness, Inc.","Planet Fitness, Inc.",share,Consumer Discretionary,Leisure Facilities,"Hampton, New Hampshire"
PNFP,"Pinnacle Financial Partners, In","Pinnacle Financial Partners, Inc.",share,Financials,Regional Banks,"Nashville, Tennessee"
POR,Portland General Electric Co,Portland General Electric Company,share,Utilities,Electric Utilities,"Portland, Oregon"
POST,"Post Holdings, Inc.","Post Holdings, Inc.",share,Consumer Staples,Packaged Foods & Meats,"St Louis, Missouri"
POWI,"Power Integrations, Inc.","Power Integrations, Inc.",share,Information Technology,Semiconductors,"San Jose, California"
PPC,Pilgrim's Pride Corporation,Pilgrim's Pride Corporation,share,Consumer Staples,Packaged Foods & Meats,"Greeley, Colorado"
PR,Permian Resources Corporation,Permian Resources Corporation,share,Energy,Oil & Gas Exploration & Production,"Midland, Texas"
PRGO,Perrigo Company plc,Perrigo Company plc,share,Health Care,Pharmaceuticals,"Grand Rapids, Michigan"
PRI,"Primerica, Inc.","Primerica, Inc.",share,Financials,Life & Health Insurance,"Duluth, Georgia"
PSN,Parsons Corporation,Parsons Corporation,share,Industrials,Aerospace & Defense,"Chantilly, Virginia"
PSTG,"Pure Storage, Inc.","Pure Storage, Inc.",share,Information Technology,"Technology Hardware, Storage & Peripherals","Santa Clara, California"
PVH,PVH Corp.,PVH Corp.,share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
QLYS,"Qualys, Inc.","Qualys, Inc.",share,Information Technology,Systems Software,"Foster City, California"
R,"Ryder System, Inc.","Ryder System, Inc.",share,Industrials,Cargo Ground Transportation,"Miami, Florida"
RBA,"RB Global, Inc.","RB Global, Inc.",share,Industrials,Diversified Support Services,"Westchester, Illinois"
RBC,RBC Bearings Incorporated,RBC Bearings Incorporated,share,Industrials,Industrial Machinery & Supplies & Components,"Oxford, Connecticut"
REXR,"Rexford Industrial Realty, Inc.","Rexford Industrial Realty, Inc.",share,Real Estate,Industrial REITs,
RGA,"Reinsurance Group of America, I","Reinsurance Group of America, Incorporated",share,Financials,Reinsurance,"Chesterfield, Missouri"
RGEN,Repligen Corporation,Repligen Corporation,share,Health Care,Biotechnology,"Waltham, Massachusetts"
RGLD,"Royal Gold, Inc.","Royal Gold, Inc.",share,Materials,Gold,"Denver, Colorado"
RH,RH,RH,share,Consumer Discretionary,Homefurnishing Retail,"Corte Madera, California"
RLI,RLI Corp.,RLI Corp.,share,Financials,Property & Casualty Insurance,"Peoria, Illinois"
RMBS,"Rambus, Inc.",Rambus Inc.,share,Information Technology,Semiconductors,"San Jose, California"
RNR,RenaissanceRe Holdings Ltd.,RenaissanceRe Holdings Ltd.,share,Financials,Reinsurance,Bermuda
ROIV,Roivant Sciences Ltd.,Roivant Sciences Ltd.,share,Health Care,Biotechnology,"London, United Kingdom"
RPM,RPM International Inc.,RPM International Inc.,share,Materials,Specialty Chemicals,"Medina, Ohio"
RRC,Range Resources Corporation,Range Resources Corporation,share,Energy,Oil & Gas Exploration & Production,"Fort Worth, Texas"
RRX,Regal Rexnord Corporation,Regal Rexnord Corporation,share,Industrials,Electrical Components & Equipment,"Beloit, Wisconsin"
RS,"Reliance, Inc.","Reliance, Inc.",share,Materials,Steel,"Scottsdale, Arizona"
RYAN,"Ryan Specialty Holdings, Inc.","Ryan Specialty Holdings, Inc.",share,Financials,Insurance Brokers,"Chicago, Illinois"
RYN,Rayonier Inc. REIT,Rayonier Inc.,share,Real Estate,Timber REITs,"Wildlight, Florida"
SAIA,"Saia, Inc.","Saia, Inc.",share,Industrials,Cargo Ground Transportation,"Johns Creek, Georgia"
SAIC,Science Applications Internatio,Science Applications International Corporation,share,Industrials,Diversified Support Services,"Reston, Virginia"
SAM,"Boston Beer Company, Inc. (The)","The Boston Beer Company, Inc.",share,Consumer Staples,Brewers,"Boston, Massachusetts"
SATS,EchoStar Corporation,EchoStar Corporation,share,Communication Services,Wireless Telecommunication Services,"Englewood, Colorado"
SBRA,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc.",share,Real Estate,Health Care REITs,
SCI,Service Corporation Internation,Service Corporation International,share,Consumer Discretionary,Specialized Consumer Services,"Houston, Texas"
SEIC,SEI Investments Company,SEI Investments Company,share,Financials,Asset Management & Custody Banks,"Oaks, Pennsylvania"
SF,Stifel Financial Corporation,Stifel Financial Corp.,share,Financials,Investment Banking & Brokerage,"St. Louis, Missouri"
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc.",share,Consumer Staples,Food Retail,"Phoenix, Arizona"
SGI,Somnigroup International Inc.,Somnigroup International Inc.,share,Consumer Discretionary,Home Furnishings,"Lexington, Kentucky"
SHC,Sotera Health Company,Sotera Health Company,share,Health Care,Health Care Services,"Broadview Heights, Ohio"
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc.",share,Financials,Property & Casualty Insurance,
SLAB,"Silicon Laboratories, Inc.",Silicon Laboratories Inc.,share,Information Technology,Semiconductors,"Austin, Texas"
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc.,share,Materials,"Metal, Glass & Plastic Containers","Stamford, Connecticut"
SLM,SLM Corporation,SLM Corporation,share,Financials,Consumer Finance,"Newark, Delaware"
SMG,Scotts Miracle-Gro Company (The,The Scotts Miracle-Gro Company,share,Materials,Fertilizers & Agricultural Chemicals,"Marysville, Ohio"
SNV,Synovus Financial Corp.,Synovus Financial Corp.,share,Financials,Regional Banks,"Columbus, Georgia"
SNX,TD SYNNEX Corporation,TD SYNNEX Corporation,share,Information Technology,Technology Distributors,"Fremont, California Clearwater, Florida"
SON,Sonoco Products Company,Sonoco Products Company,share,Materials,Paper & Plastic Packaging Products & Materials,"Hartsville, South Carolina"
SR,Spire Inc.,Spire Inc.,share,Utilities,Gas Utilities,"St. Louis, Missouri"
SSB,SouthState Bank Corporation,SouthState Bank Corporation,share,Financials,Regional Banks,"Winter Haven, Florida"
SSD,"Simpson Manufacturing Company, ","Simpson Manufacturing Co., Inc.",share,Industrials,Building Products,"Pleasanton, California"
ST,Sensata Technologies Holding pl,Sensata Technologies Holding plc,share,Industrials,Electrical Components & Equipment,"Attleboro, Massachusetts"
STAG,"Stag Industrial, Inc.","STAG Industrial, Inc.",share,Real Estate,Industrial REITs,"Boston, Massachusetts"
STWD,"STARWOOD PROPERTY TRUST, INC. S","Starwood Property Trust, Inc.",share,Financials,Mortgage REITs,"Greenwich, Connecticut"
SWX,"Southwest Gas Holdings, Inc.","Southwest Gas Holdings, Inc.",share,Utilities,Gas Utilities,"Las Vegas, Nevada"
SYNA,Synaptics Incorporated,Synaptics Incorporated,share,Information Technology,Semiconductors,"San Jose, California"
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc.",share,Financials,Regional Banks,"Dallas, Texas"
TEX,Terex Corporation,Terex Corporation,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Norwalk, Connecticut"
THC,Tenet Healthcare Corporation,Tenet Healthcare Corporation,share,Health Care,Health Care Facilities,"Dallas, Texas"
THG,Hanover Insurance Group Inc,"The Hanover Insurance Group, Inc.",share,Financials,Property & Casualty Insurance,"Worcester, Massachusetts"
THO,"Thor Industries, Inc.","THOR Industries, Inc.",share,Consumer Discretionary,Leisure Products,"Elkhart, Indiana"
TKR,Timken Company (The),The Timken Company,share,Industrials,Industrial Machinery & Supplies & Components,"North Canton, Ohio"
TLN,Talen Energy Corporation,Talen Energy Corporation,share,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas"
TMHC,Taylor Morrison Home Corporatio,Taylor Morrison Home Corporation,share,Consumer Discretionary,Homebuilding,"Scottsdale, Arizona"
TNL,Travel   Leisure Co.,Travel + Leisure Co.,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Orlando, Florida"
TOL,"Toll Brothers, Inc.","Toll Brothers, Inc.",share,Consumer Discretionary,Homebuilding,"Fort Washington, Pennsylvania"
TREX,"Trex Company, Inc.","Trex Company, Inc.",share,Industrials,Building Products,"Winchester, Virginia"
TRU,TransUnion,TransUnion,share,Industrials,Research & Consulting Services,"Chicago, Illinois"
TTC,Toro Company (The),The Toro Company,share,Industrials,Agricultural & Farm Machinery,"Bloomington, Minnesota"
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc.",share,Industrials,Construction & Engineering,"Pasadena, California"
TWLO,Twilio Inc.,Twilio Inc.,share,Information Technology,Systems Software,"San Francisco, California"
TXNM,"TXNM Energy, Inc.","TXNM Energy, Inc.",share,Utilities,Electric Utilities,"Albuquerque, New Mexico"
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc.",share,Consumer Discretionary,Restaurants,"Louisville, Kentucky"
UA,"Under Armour, Inc.","Under Armour, Inc.",share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland"
UAA,"Under Armour, Inc.","Under Armour, Inc.",share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland"
UBSI,"United Bankshares, Inc.","United Bankshares, Inc.",share,Financials,Regional Banks,"Charleston, West Virginia"
UFPI,"UFP Industries, Inc.","UFP Industries, Inc.",share,Industrials,Building Products,"Grand Rapids, Michigan"
UGI,UGI Corporation,UGI Corporation,share,Utilities,Gas Utilities,"King of Prussia, Pennsylvania"
UMBF,UMB Financial Corporation,UMB Financial Corporation,share,Financials,Regional Banks,"Kansas City, Missouri"
UNM,Unum Group,Unum Group,share,Financials,Life & Health Insurance,"Chattanooga, Tennessee"
USFD,US Foods Holding Corp.,US Foods Holding Corp.,share,Consumer Staples,Food Distributors,"Rosemont, Illinois"
UTHR,United Therapeutics Corporation,United Therapeutics Corporation,share,Health Care,Biotechnology,
VAC,Marriott Vacations Worldwide Co,Marriott Vacations Worldwide Corporation,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Orlando, Florida"
VAL,Valaris Limited,Valaris Limited,share,Energy,Oil & Gas Drilling,"Houston, Texas"
VC,Visteon Corporation,Visteon Corporation,share,Consumer Discretionary,Automotive Parts & Equipment,"Van Buren Township, Michigan"
VFC,V.F. Corporation,V.F. Corporation,share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado"
VLY,Valley National Bancorp,Valley National Bancorp,share,Financials,Regional Banks,"Morristown, New Jersey"
VMI,"Valmont Industries, Inc.","Valmont Industries, Inc.",share,Industrials,Industrial Machinery & Supplies & Components,"Omaha, Nebraska"
VNO,Vornado Realty Trust,Vornado Realty Trust,share,Real Estate,Office REITs,"New York City, New York"
VNOM,"Viper Energy, Inc.","Viper Energy, Inc.",share,Energy,Oil & Gas Storage & Transportation,"Midland, Texas"
VNT,Vontier Corporation,Vontier Corporation,share,Information Technology,Electronic Equipment & Instruments,"Raleigh, North Carolina"
VOYA,"Voya Financial, Inc.","Voya Financial, Inc.",share,Financials,Multi-Sector Holdings,"New York City, New York"
VVV,Valvoline Inc.,Valvoline Inc.,share,Consumer Discretionary,Automotive Retail,"Lexington, Kentucky"
WAL,Western Alliance Bancorporation,Western Alliance Bancorporation,share,Financials,Regional Banks,"Phoenix, Arizona"
WBS,Webster Financial Corporation,Webster Financial Corporation,share,Financials,Regional Banks,"Stamford, Connecticut"
WCC,"WESCO International, Inc.","WESCO International, Inc.",share,Industrials,Trading Companies & Distributors,"Pittsburgh, Pennsylvania"
WEX,WEX Inc.,WEX Inc.,share,Financials,Transaction & Payment Processing Services,"South Portland, Maine"
